idimovel,localizacao,proprietario,preco_compra,preco_aluguel
87647,"Viela de Aparecida, 75
Grotinha
22932168 Pires / PB",Daniel Nogueira,432633,3860
70717,"Recanto Ana Vitória Araújo, 75
Estoril
18421496 Pires / SE",Joana Pinto,654138,2167
45931,"Avenida da Luz, 22
Madri
04398-717 Vieira / PE",Daniela Marques,364977,1192
92367,"Praia Sophie Ribeiro
Vila Suzana Primeira Seção
03067440 da Rocha da Serra / PI",Marina Vieira,611748,3544
14080,"Jardim Garcia, 1
Vila Real 2ª Seção
69783-892 Almeida / SC",Olivia da Mota,825402,805
70770,"Quadra Pinto, 314
Santa Rita De Cássia
45904301 Rezende do Oeste / BA",Larissa Pires,775676,1447
20161,"Aeroporto de Casa Grande, 26
Madre Gertrudes
80572-086 Cunha / PB",Antony Cavalcanti,265502,675
7963,"Campo de Pastor, 5
Sport Club
76331-817 Pinto / GO",Ana Clara Nogueira,271273,3480
89434,"Vereda Garcia, 556
Cônego Pinheiro 2ª Seção
55619-124 Costa dos Dourados / MT",Apollo Albuquerque,429333,4572
66853,"Sítio Vitória Vasconcelos, 12
Bom Jesus
42510-512 Mendes do Norte / MA",Sr. Emanuel Gomes,468127,2945
71214,"Ladeira de Leão, 42
Fernão Dias
35825-799 Andrade de Rios / RR",Levi Siqueira,70157,4865
48809,"Aeroporto Carolina Cavalcante, 7
Cidade Jardim Taquaril
38437-896 Oliveira / ES",Lorenzo Almeida,722620,4835
252,"Vereda Brito, 32
Nova America
59808970 Rios da Praia / ES",Isaac Mendonça,447070,842
22378,"Feira Luiz Gustavo Santos, 75
Buritis
72513220 Viana do Amparo / SC",Pedro Lucas Viana,999929,2767
78640,"Avenida Pietro Martins, 38
Palmares
40598663 da Paz / AC",Kaique Albuquerque,345305,3508
29857,"Rua Araújo, 47
Das Industrias I
94887035 Lopes / PR",Isabela Novaes,696935,4604
55024,"Residencial Maria Isis das Neves, 61
Beira Linha
93854-194 Campos da Mata / BA",Arthur Jesus,771332,1556
24982,"Campo de Fogaça, 6
Vila Sesc
01844680 Farias / TO",Mariana Machado,658424,2880
45042,"Condomínio de Viana, 393
Santa Margarida
01146013 Marques de Cardoso / PB",Dr. Emanuel Guerra,860594,903
28222,"Esplanada de Aragão, 4
Vila Paris
56624908 Mendes / RO",Dra. Catarina da Rocha,682789,3798
63813,"Viela Levi Camargo, 21
Nova Cachoeirinha
43844-164 Araújo de Goiás / MA",Sr. Diego Farias,199587,4502
91040,"Estrada de Novais, 438
Coração De Jesus
83766846 Santos do Galho / MS",Ana Julia Leão,162945,4168
56765,"Lago Ana Laura Ramos, 19
Marçola
98625-421 Macedo do Amparo / MG",Camila Sales,70574,1050
24672,"Vila Vargas, 268
Vila Petropolis
53127-561 Silveira da Prata / AP",João Lucas Mendonça,773209,2472
23649,"Rodovia Marques, 2
Álvaro Camargos
11076280 Duarte Verde / AM",Fernando Carvalho,78366,3991
20525,"Alameda Mariana Cavalcante, 91
Belvedere
38235957 Nascimento das Flores / CE",Eloá Pinto,403335,4693
20320,"Sítio de Leão, 86
Bandeirantes
21489835 Cavalcanti do Campo / PA",Gael Henrique Lima,838733,3472
52859,"Rodovia da Rocha, 54
Capitão Eduardo
65328-697 Mendonça de da Rocha / RR",Lunna Lima,97412,4521
88190,"Trecho Valentim Leão
Bonfim
97508098 da Cruz das Pedras / MT",Ana Beatriz Marques,516496,4825
92523,"Lagoa Ana Vitória da Rosa, 551
São Francisco Das Chagas
99542422 Costela / MG",Isis da Paz,380420,3875
33702,"Viela Rodrigo da Mota, 40
Parque São Pedro
49177272 Nunes / SC",Sr. Igor Lima,162634,3213
22565,"Distrito de Andrade, 72
Nova Suíça
29954-413 Aragão de Araújo / PB",Brenda Machado,254296,3947
76685,"Travessa Anthony Gabriel da Cruz, 988
Nossa Senhora Do Rosário
78173775 Gonçalves / RS",Joana Cavalcanti,299995,795
9553,"Colônia Fonseca, 27
Senhor Dos Passos
62245-882 Souza de Ramos / AC",Olivia Mendes,622917,3530
26609,"Vila Macedo
Santa Margarida
07855-146 Duarte do Amparo / PI",Davi Lucas Montenegro,289294,3090
41523,"Setor de Correia, 36
Nova Cachoeirinha
69473-906 Rezende / RJ",Melina Barros,932178,844
4826,"Via Costa
Novo Ouro Preto
23628129 Macedo / SP",Dom Pinto,865532,2824
85215,"Conjunto de Teixeira, 68
Nova Pampulha
94140922 Pimenta / BA",Sr. Antônio Marques,422222,4102
33127,"Colônia de Machado, 62
Vila São Dimas
12498-843 Ferreira / SE",Enzo Gabriel Rocha,903493,2891
9248,"Fazenda da Luz
Savassi
44749-505 da Luz de Lima / PR",Bruno Porto,163758,1591
17794,"Distrito de Sousa, 42
São João Batista
24829607 Sousa / DF",Asafe Silva,245351,3608
66374,"Vereda Pinto, 7
Nova Pampulha
04762-955 Sampaio da Serra / TO",Gabriel da Rosa,136733,614
96575,"Rodovia Luara Pimenta, 67
Vila Dos Anjos
84874-289 Peixoto / AM",Dr. Danilo Aragão,930071,2623
32785,"Vila Bella Cassiano, 55
Nazare
21610-838 Rezende dos Dourados / AP",Otávio Lopes,917150,2053
46844,"Estrada Isaque Leão, 43
Santa Helena
72518176 da Costa da Praia / ES",Sra. Alana Azevedo,449263,2673
70791,"Feira de Fernandes
Nossa Senhora Da Conceição
87185-678 Borges / ES",Liam Siqueira,687820,1956
1746,"Sítio Montenegro, 812
Vila Minaslandia
99720927 Nunes Grande / MA",Yago Albuquerque,306473,1589
30776,"Estrada de Pastor
Xodo-Marize
73688125 Aragão / AM",Antony Sales,475907,4271
16896,"Viela Lima, 99
Marieta 1ª Seção
81703965 Macedo de Minas / MG",Davi Luiz Rios,893000,3059
82734,"Feira Melo, 1
Glória
72863647 Ferreira / MG",Lucas Gabriel das Neves,561618,1170
55859,"Colônia Henry Leão, 40
Candelaria
59711-904 Cunha de Rocha / MT",Valentina Sampaio,969580,600
22711,"Via Pacheco
Vila Puc
68784102 Barros de Borges / PB",Isaque da Cunha,542476,3796
79640,"Recanto da Paz, 92
Pindorama
45533-444 Monteiro / SC",Isabel Silva,940296,3441
10047,"Praia Cavalcanti
Pilar
11594-080 Aparecida / PI",Samuel Fernandes,537991,1355
12525,"Praia Silveira, 311
Vila Paquetá
66489748 Pinto / TO",Dr. Bento Aragão,676497,1756
82032,"Loteamento Fernanda Siqueira, 45
São Cristóvão
99612035 Albuquerque do Galho / MS",Isaque Moraes,654213,3653
47544,"Estrada Machado, 36
Chácara Leonina
87393149 Duarte / MG",João Lucas Melo,221720,4400
98062,"Trecho Alves, 8
Flavio De Oliveira
81918-158 Oliveira / PB",Allana Câmara,501004,4552
8721,"Alameda Maya Fernandes, 648
Beija Flor
56976-086 Freitas / RJ",Maria Cecília da Conceição,669664,1405
26611,"Rodovia de Pastor
Santa Helena
54556-417 Pereira do Amparo / SE",Lucca Castro,196799,2518
7870,"Núcleo Esther Sousa, 11
Aeroporto
78448-739 Sá / AM",Kevin Caldeira,970785,1070
62414,"Núcleo Alexia Rodrigues, 49
Jardim Dos Comerciarios
04417-128 Castro do Galho / MT",Otto da Costa,850285,3792
78129,"Conjunto Pacheco, 1
Conjunto Jatoba
42198-507 Mendonça / PB",Dra. Esther Pereira,285915,2261
24129,"Área de Pinto, 271
São Sebastião
98931-515 Dias / GO",Dra. Camila Silva,265777,4470
8299,"Loteamento Fogaça, 49
Vila Madre Gertrudes 3ª Seção
97811-768 da Rosa do Oeste / CE",Dr. Murilo Lopes,385524,2415
15093,"Largo Eduardo Pacheco, 78
Vila Copasa
01859-934 Cavalcante do Oeste / PI",Emanuelly Peixoto,427227,1291
74721,"Colônia Martins, 8
Vila Nossa Senhora Do Rosário
97797-719 Rezende de Correia / MS",Srta. Melissa Câmara,208147,2588
50122,"Travessa Moraes
Vila Paquetá
47264308 Andrade / TO",Ágatha Câmara,860440,1539
33519,"Recanto da Rocha
Vila Independencia 2ª Seção
45697098 da Costa do Norte / SP",Bárbara da Conceição,478020,2718
13281,"Alameda Sarah Sá, 21
Camargos
65791-871 Melo / SP",Laura Carvalho,254410,2778
74225,"Viaduto Cirino
Vila Jardim Alvorada
67343530 Caldeira / SC",Ana Luiza Andrade,395426,1881
14575,"Rodovia Aragão, 78
Funcionários
13847-735 Brito do Oeste / PB",Benjamin Novaes,838819,865
91199,"Lagoa Lopes, 9
Santa Amelia
36697-204 Cassiano Verde / AM",Aylla Araújo,362824,4549
31598,"Loteamento Moraes, 62
Dom Joaquim
89763-333 Lima / MS",Guilherme da Cruz,374196,1899
41588,"Aeroporto de Pastor
Conjunto Capitão Eduardo
31589-412 Marques do Sul / CE",Brenda Cunha,309864,1287
8944,"Campo Larissa Brito, 8
Sagrada Família
43886209 Lima de Rocha / RJ",Dra. Liz Rodrigues,458539,929
69884,"Favela de Siqueira, 5
Ouro Preto
00270268 Barbosa / SP",Srta. Evelyn da Costa,829188,2093
55474,"Vila Melissa Oliveira, 880
Vila Jardim Montanhes
30737-443 da Paz / AC",Valentina Câmara,983756,4229
86678,"Condomínio Stephany Pacheco, 28
Centro
89112-315 da Rosa da Serra / PB",Isabella Monteiro,608423,2117
20030,"Alameda Brito, 71
Vila Jardim Alvorada
12292-906 Lopes / PA",Bianca da Cunha,436989,4585
90427,"Setor Otto Nunes, 1
Vila Jardim Leblon
25345442 Nascimento / SC",Otávio Fernandes,55031,3902
57810,"Trevo Melissa Nascimento
Vila Dos Anjos
26993778 Cunha / ES",Srta. Anna Liz Gomes,994335,945
3459,"Pátio das Neves, 957
Capitão Eduardo
98514670 Cardoso / SP",Sr. Davi Lucas Rocha,170395,3033
16795,"Esplanada Montenegro
Vila Engenho Nogueira
26966-415 da Conceição / MS",Eloá Albuquerque,671396,3607
41592,"Praça Moreira, 45
Bacurau
60302-106 Sales de Minas / AC",Dra. Manuella Sampaio,186658,4056
71281,"Vale Campos
Vila Bandeirantes
45806536 Câmara / MA",Dom Brito,58840,846
26179,"Setor de Peixoto, 62
Cabana Do Pai Tomás
65871763 Castro / MG",Anna Liz Vasconcelos,505327,834
96819,"Colônia de Nascimento, 82
Boa União 2ª Seção
22720336 Martins / PR",Dr. Rael Viana,889184,4712
90402,"Vila Vasconcelos, 89
Chácara Leonina
57406-025 Nogueira / AM",Lucas da Costa,939539,1432
17643,"Avenida Mendonça, 2
Colégio Batista
21076800 Almeida / MS",Melissa Lima,484993,3590
59057,"Feira Camargo, 24
Vista Alegre
33624-101 Carvalho de Minas / PA",Brenda Leão,888151,4383
48564,"Favela de Fernandes
Álvaro Camargos
20144-792 Leão / BA",Alana Cardoso,741886,4849
7402,"Ladeira de Brito
Vila Vista Alegre
94934239 Fonseca de Minas / RJ",Anthony Gabriel da Luz,673482,1693
18984,"Sítio de Sampaio, 32
Mariquinhas
75477578 Lima / PR",Heitor Guerra,384121,1212
37201,"Vereda Duarte, 38
Vila Formosa
38267-797 Duarte da Mata / PR",Laura Borges,193013,1653
6191,"Loteamento de Sousa, 920
Mariano De Abreu
94890544 Nunes de Melo / MT",Antonella Peixoto,201967,2751
30023,"Quadra Lima
Vila Cloris
57648-266 Farias da Serra / RR",Lunna Moura,534367,1109
18635,"Campo da Cruz, 79
Alto Das Antenas
84869-080 Porto / GO",Olivia Costela,196595,1533
41424,"Viaduto Pereira, 72
Aparecida
60813466 Fonseca / MG",Eduarda Freitas,330783,3275
85260,"Conjunto Kevin Viana, 502
Manacas
72528-277 Cardoso / CE",Maria Flor Garcia,511929,680
85813,"Fazenda Cavalcanti, 95
Vila Nova Dos Milionarios
25520971 Abreu / PE",Sra. Ana Laura Cavalcante,311359,1539
13125,"Lago de Marques, 25
Cônego Pinheiro 1ª Seção
75965412 Nascimento / MG",Rebeca Cunha,302567,3955
16699,"Estação Isadora Sá, 24
São Jorge 1ª Seção
98322-280 Pereira / AM",Enrico da Costa,614479,1901
62175,"Ladeira Ana Vitória Sá, 3
Goiania
40871-264 Ferreira da Praia / AC",Isis Vasconcelos,424683,2288
67815,"Viela de da Mota, 5
Madri
76680-979 Freitas / DF",Kamilly Mendonça,948342,662
27890,"Viela Ana Julia Pinto, 69
Vila Da Paz
96388193 Sales dos Dourados / RJ",Sra. Clara Porto,849440,4198
83079,"Via de Silveira, 5
Xodo-Marize
07697-599 Campos / RJ",Heloísa Sampaio,722437,3830
33671,"Chácara Murilo Cirino, 1
Estoril
36355779 Aparecida do Oeste / AP",Nicole Cardoso,248978,4916
30664,"Travessa Ana Laura Lima, 600
Conjunto Jatoba
89773766 Sá / ES",Stephany Camargo,142531,2503
44328,"Loteamento de da Paz, 420
Santa Branca
67068214 Cunha / ES",Dra. Elisa Correia,493399,2917
26763,"Praia Fogaça, 57
Carlos Prates
86255322 Costela do Galho / RO",Marcela Brito,980727,1485
42237,"Pátio de Siqueira, 94
Beija Flor
79981-298 Oliveira do Oeste / RJ",Srta. Cecília Carvalho,694498,3584
3493,"Recanto de Dias, 59
Providencia
48435-320 Alves da Serra / TO",Maria Isis Monteiro,718697,3154
96402,"Área Maria Liz Câmara
Vila Dos Anjos
76668398 Silva do Campo / PB",Esther Machado,126123,2421
74957,"Rua Vinícius Martins, 34
Belmonte
58135935 Fernandes / CE",Caroline Rodrigues,250747,2205
68624,"Loteamento Thales Garcia, 3
Nossa Senhora Da Aparecida
73080-304 Cirino / PA",Luara Sousa,658506,1816
96065,"Chácara Melo, 92
Vila Santa Monica 1ª Seção
96271240 Nascimento / TO",Luna Silva,50933,3229
97994,"Rua Gonçalves, 45
Alpes
79939-121 Duarte Verde / AC",Camila Nunes,799809,2591
20365,"Travessa Enzo Sousa
Vila Real 2ª Seção
72213-742 Vasconcelos da Serra / CE",Maria Laura Viana,562193,4966
80269,"Residencial Silva, 52
Carlos Prates
06138965 Pires / RO",Ana Rezende,228175,1482
31824,"Favela Moura, 26
Lourdes
02198-790 Cunha Paulista / AC",Sra. Maria Eduarda da Cruz,570705,2826
36128,"Distrito Arthur Pimenta, 73
Conjunto Celso Machado
65920-700 Azevedo / BA",Valentim Nogueira,488869,1444
79890,"Sítio Rodrigues, 43
São Vicente
92684960 Mendes da Serra / AP",Igor Vieira,146688,1474
58275,"Esplanada de Marques, 43
Colégio Batista
86823-148 Garcia / SC",Diogo Sales,791446,1710
91184,"Trevo Luan Gonçalves, 48
Lagoinha
57462948 Câmara / PI",Lorena da Mata,262814,4175
60130,"Colônia Cardoso, 9
Pindura Saia
84962929 Costa da Prata / BA",Allana Garcia,713639,3674
12645,"Colônia Moura, 84
Vila Copacabana
13169-913 Oliveira de Cirino / MS",Otávio Sampaio,126727,4036
79510,"Residencial Machado, 4
Novo Ouro Preto
85227-653 da Cruz da Serra / BA",Maria Laura Gomes,481024,1712
63102,"Lago Pereira, 77
João Pinheiro
81243-541 da Mata de Albuquerque / PB",Sr. João Felipe Viana,964736,1738
76100,"Vila Sarah Abreu, 38
Vista Do Sol
51294-024 Castro de Minas / PI",Maria Clara Viana,571978,2468
60440,"Favela André Lima, 3
Alto Dos Pinheiros
40241-584 Aparecida / MA",Sr. Luiz Felipe das Neves,313997,3447
13174,"Largo de Caldeira, 19
Nossa Senhora Da Aparecida
89038405 Fonseca / RO",Fernando Sampaio,866660,1918
83705,"Parque de Cunha, 1
Vila Nova Cachoeirinha 1ª Seção
89962105 Abreu / SE",Lorenzo da Rosa,820671,1844
20836,"Recanto de Rezende, 65
Vila Madre Gertrudes 4ª Seção
33137-075 Machado / AM",João Miguel Peixoto,243733,3817
49380,"Avenida Mariane Rocha
Santa Lúcia
84359734 Freitas / CE",Srta. Maria Sophia Albuquerque,989962,4980
99026,"Viela Daniela Cavalcante, 2
Alpes
43030-651 Duarte / SE",Miguel Andrade,224883,1374
79697,"Feira de Sales, 562
Vila São Gabriel
71598026 Casa Grande / AP",Evelyn Fonseca,342117,975
76442,"Alameda de Alves, 75
Conjunto Bonsucesso
98981-044 da Mota / DF",Lucas Costela,631791,4221
56510,"Morro Viana, 320
Vila Cemig
05943142 Farias / MA",Stephany Fernandes,889265,3735
89433,"Rodovia Sales, 49
Conjunto Santa Maria
25705977 Cirino / PA",Maria Sophia Azevedo,258446,600
75102,"Lago Juliana Pimenta, 5
Virgínia
93954662 Almeida da Prata / AL",Oliver Moraes,975479,4029
79049,"Estação de Cirino, 2
Jardim Atlântico
70631-735 Rezende / ES",Lucca Castro,844834,3651
24673,"Favela Bento Cavalcanti, 21
Castelo
93172-455 Costela / AL",Dra. Lívia Cavalcante,900412,3920
14775,"Conjunto Sá, 3
Ermelinda
29007-491 Moreira Verde / RJ",Juan Peixoto,90405,1958
44485,"Lagoa Farias, 83
Ipiranga
61279-640 Costa / PB",Sr. Noah Sampaio,171739,3074
60692,"Trevo de Cassiano, 38
Mala E Cuia
23461614 Pimenta / MA",Isis Camargo,513147,1699
15750,"Favela Pires, 17
Gutierrez
51442-505 Pacheco Grande / RN",Sophia Barbosa,243654,2863
96058,"Esplanada Barros
Vila São Paulo
22181663 Ribeiro de da Conceição / SC",Yan Pastor,277728,4451
6736,"Pátio de Correia
Santa Rosa
10701-467 Albuquerque / MT",Stephany Farias,712861,3771
90345,"Colônia de Monteiro, 94
Horto
83527-172 Nascimento de Minas / PI",Isabella Gonçalves,384335,3470
50002,"Estação Gonçalves, 136
Vila Califórnia
58974-779 Martins / PR",Raquel Gonçalves,173261,1527
5201,"Núcleo de Correia, 30
Vila Havaí
80859-847 Silveira / MG",Lucas Gabriel Azevedo,283083,2845
70556,"Largo Cardoso, 114
Conjunto Capitão Eduardo
36280-007 Montenegro Grande / AC",Bryan Vasconcelos,994087,2892
23850,"Jardim Gabriela Campos
Conjunto Bonsucesso
09521-631 Mendes / SC",João Vitor Rios,365464,837
70252,"Núcleo Heloísa Caldeira, 29
Concórdia
01082-857 Ferreira da Mata / RO",Rael Borges,975707,3093
26504,"Alameda João Gabriel Souza, 94
Palmares
65516520 da Mata / PA",Ana Cardoso,645374,4127
29240,"Estação de da Mata, 12
Ermelinda
33137-285 Freitas das Pedras / PA",Marina Souza,925933,569
73736,"Residencial Clarice Vieira, 8
Boa Viagem
42150609 Costa / MG",Sr. Ravi Lucca Campos,821641,2895
21563,"Recanto de Garcia, 62
Venda Nova
88856-280 Martins dos Dourados / MS",Evelyn Pires,954646,2476
35665,"Ladeira de Martins, 17
Rio Branco
05174095 das Neves de Sales / PE",Antonella da Conceição,787839,3064
83,"Jardim Pastor, 40
Jardim Vitoria
39787-764 Azevedo / MT",Dr. João Guilherme Sales,332253,2032
16630,"Feira de da Conceição, 90
Corumbiara
88349331 da Paz / ES",Sr. Davi Lucca da Rosa,361445,2321
95063,"Campo Lopes, 7
Conjunto Jardim Filadélfia
33847628 Almeida / PB",Maria Alice Azevedo,687907,1968
19056,"Pátio Garcia, 1
Cônego Pinheiro 2ª Seção
87829-715 Pastor das Pedras / RN",Gustavo Henrique Macedo,98689,1502
2241,"Alameda Casa Grande, 6
Jardim Guanabara
42756-612 Lima / RO",Dra. Raquel Freitas,448816,4749
74273,"Alameda de Cassiano, 34
Novo Ouro Preto
27355859 Silveira / PE",Sr. Mateus Rios,465603,2798
82513,"Feira Ísis Albuquerque
Vila Barragem Santa Lúcia
56191-975 da Costa de Pires / GO",Dra. Maria Júlia Rocha,821307,4153
44003,"Fazenda Dias
Jardim Montanhês
41214129 Rocha / CE",Cauã Caldeira,768193,996
45762,"Morro de Câmara, 45
Ipiranga
00936-197 da Costa / AC",Srta. Mariana da Cruz,268547,3385
40614,"Trecho Gonçalves
Belmonte
98419-382 Correia / TO",Maria Cecília Aragão,502689,4684
31017,"Trevo de Marques, 4
Lagoa
71735-584 Freitas / ES",Alice Brito,180158,3481
91406,"Passarela de Garcia
Senhor Dos Passos
36648937 Sá do Oeste / DF",Jade da Mata,163324,2638
92641,"Colônia da Rosa, 964
Nossa Senhora Aparecida
17251-003 Gomes / MG",Yuri Porto,865888,1973
58888,"Praça de da Paz, 582
Flavio Marques Lisboa
07108936 Guerra / SC",Pedro Aragão,472891,2040
25198,"Jardim Leão, 92
Senhor Dos Passos
80643115 da Paz de Santos / MS",Alexandre Freitas,805898,655
33897,"Estação de Rodrigues, 9
Vila Inestan
90428-424 Moraes / AM",Cauã Correia,523704,1811
31613,"Largo Antony Nogueira
Marçola
70648-512 Alves / ES",Yan Rodrigues,969801,2217
31652,"Parque Liam Cardoso, 390
Ribeiro De Abreu
33365-526 Casa Grande do Norte / AL",Davi Miguel Rocha,203173,3952
70473,"Colônia de Aparecida, 387
Vila Satélite
11996-673 da Mota / AC",Sophie Silva,463281,2751
66651,"Condomínio de Monteiro, 61
Heliopolis
31651410 Marques / MT",Alice das Neves,500988,1741
78679,"Área Pimenta
Bonfim
39765-695 Mendonça / ES",Renan Azevedo,652448,1333
96390,"Setor Porto, 17
Santa Maria
80768643 Viana / RJ",Aylla Ramos,429450,3255
63092,"Pátio Pastor
Jardim Felicidade
65280-932 Mendes / AP",Yasmin da Mota,288779,1529
71257,"Colônia Monteiro
Vila Olhos D'água
69160-728 Costa Verde / TO",Nina Martins,261094,3858
11661,"Fazenda de Silva, 87
Vila Madre Gertrudes 4ª Seção
65203-889 da Costa / RR",Luiz Miguel Cassiano,279637,2827
16229,"Ladeira Martins, 376
Goiania
42367-697 Ribeiro do Campo / MT",Davi Lucca Sá,839087,1011
37641,"Parque Ana Júlia Fonseca, 79
Taquaril
37816045 Gomes do Amparo / RN",Yasmin Cavalcanti,374822,1379
4163,"Pátio Camila Cavalcante, 37
Caiçaras
28616-116 da Mota / BA",Dr. Ravi Lucca da Paz,454433,1596
83310,"Condomínio Maria Fernanda Novaes, 86
Vila Aeroporto
35693-893 Sales / MS",Benjamin Novais,526990,2097
64671,"Vereda de Casa Grande, 307
Vila Da Amizade
49275214 Pires / PE",Lunna Farias,564337,4425
81939,"Passarela Theodoro Souza, 74
Vila Inestan
57104-974 Pacheco / AC",Nathan da Conceição,404079,1182
75380,"Avenida Luiz Otávio Moura, 66
Solar Do Barreiro
25173-821 Moreira / AP",Maria Liz Peixoto,433644,4007
60466,"Vale Júlia Moraes, 72
Marçola
45095980 Carvalho de Goiás / BA",Maria Sophia Melo,720392,3942
98720,"Ladeira de da Cruz, 7
Vila Cloris
07498117 Mendonça Grande / AM",Vitor Gabriel Montenegro,598176,2361
4683,"Campo Samuel Monteiro, 9
Boa Esperança
59075-623 Nogueira / PA",Cauê Monteiro,952423,1162
15026,"Campo Borges, 7
Mirante
22937954 Nogueira do Amparo / SE",Mariana Camargo,420924,4849
532,"Viaduto de Leão, 86
Vila Santo Antônio Barroquinha
08738-187 Borges / SP",Lívia Nunes,123061,1442
57404,"Pátio Ana Lívia Oliveira, 21
Providencia
22030234 Borges de Moura / SP",Manuella Rocha,459355,1758
221,"Avenida Stephany Vieira
Senhor Dos Passos
49923183 Fogaça / SE",Dr. Rafael Aragão,976229,953
92047,"Setor de Souza, 5
Monte Azul
19117778 da Paz / PA",Clara Nunes,598558,681
53574,"Fazenda de Sampaio, 35
Dona Clara
40684-672 Gomes Verde / RR",Lucca Moura,793538,1633
24141,"Passarela Lopes, 25
Paquetá
35524-272 Rios de Sá / PE",Davi Campos,419709,1042
42775,"Favela de Cassiano, 57
Sport Club
33589-792 Peixoto / SP",Larissa Melo,285772,4284
98307,"Travessa de da Paz, 605
Universitário
51877686 Cavalcante do Norte / DF",Maria Laura Abreu,603818,1746
89620,"Jardim de Novaes, 84
Vila Bandeirantes
91689840 Costa das Flores / RJ",Davi Lucca Dias,58409,4010
