idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
33295,Gabrielly Campos,501.234.689-06,1940-04-29,"Vale de Albuquerque, 85",+55 71 4104-4693,M
86379,Josué Barros,610.428.957-67,1981-10-15,"Feira da Mota, 77",+55 51 7303 2783,F
88592,Pietro Fernandes,603.187.459-84,1927-08-03,Rodovia Luiz Otávio Pires,+55 (071) 8416-1623,M
35705,Olivia Duarte,174.269.308-31,1922-12-02,"Avenida Castro, 51",+55 (051) 3311 9837,F
16570,Benjamim Pacheco,541.723.908-97,1928-10-19,"Vale Rafaela Costela, 663",61 7409 8744,F
79963,Paulo Gonçalves,726.345.198-00,1959-07-30,"Distrito Gonçalves, 66",31 0820-4775,F
51519,Théo Lima,031.687.925-86,2006-12-09,"Vila de Cassiano, 18",0800 790 1455,F
13009,Sr. Yago Pastor,451.068.273-53,1932-01-25,"Conjunto Silveira, 34",11 4703 8454,M
31613,Liz Rocha,068.542.173-26,2001-07-31,"Sítio de Fernandes, 69",+55 (081) 1988 0009,F
60971,Lucas Gabriel Rocha,164.025.397-16,1991-02-19,"Esplanada Bryan Alves, 25",+55 41 8196-0004,M
25474,Vinicius Moreira,253.817.604-26,1909-10-31,"Aeroporto Ramos, 21",+55 11 3649-5749,M
99401,Gabrielly Cavalcante,145.630.982-05,1976-02-14,Loteamento Rhavi Albuquerque,11 9891 6230,F
66613,Marcelo Rodrigues,042.598.613-60,1926-04-29,"Conjunto da Mota, 28",+55 (051) 8568 9136,F
18777,Srta. Olívia Guerra,521.390.867-59,2000-12-18,"Largo de Machado, 5",+55 71 9784-9670,F
89392,Henry Santos,970.561.283-86,1996-11-19,Pátio Joaquim da Luz,0500-418-2724,M
55830,Emanuella Barros,076.941.285-85,1955-04-06,"Quadra de Alves, 72",+55 51 8999 0135,F
37333,Dra. Cecília Monteiro,614.502.837-80,2010-01-13,"Viaduto Costa, 10",(071) 7239-7720,F
70635,Vinícius da Paz,624.891.073-13,1961-09-01,"Praia Bella Nascimento, 29",(071) 4842-4550,M
14608,Samuel Farias,907.315.462-61,1933-01-13,"Pátio Moura, 808",+55 (051) 2153-5507,M
8412,Bento Vargas,791.862.053-40,1929-03-25,"Praça Rezende, 3",+55 21 5967 6627,M
46097,Ana Lívia Andrade,240.395.687-29,1912-01-08,"Ladeira Henrique Oliveira, 569",(081) 2797-2491,F
64390,Samuel Moreira,285.791.604-30,1943-06-19,"Residencial de da Rocha, 6",+55 81 7499 8719,F
25308,Lucas Peixoto,196.270.843-87,1941-12-25,"Colônia de Vasconcelos, 37",11 2209 7348,F
71770,Emanuel Marques,971.038.425-23,1912-03-11,"Avenida Nunes, 31",+55 (031) 3153-3904,F
27495,Dra. Letícia Albuquerque,279.385.064-00,1979-09-01,"Travessa de Farias, 5",21 6026 0785,M
19351,Dra. Ayla Porto,783.269.451-37,1975-08-11,"Trevo Pastor, 236",0800 314 8923,M
7367,Marcos Vinicius Silva,529.146.083-06,1932-01-23,"Rua de Costela, 147",51 9676 1655,M
77590,Eloá da Mata,136.085.792-30,2024-06-16,"Colônia Ana Vitória Sousa, 78",+55 31 7658-2351,M
15284,Brenda Lopes,251.048.739-60,1997-10-21,"Distrito da Paz, 3",+55 51 9917 3146,M
83033,Eloah Dias,914.560.827-01,2002-10-06,"Chácara Eduarda Souza, 31",0900-854-0467,F
22821,Maria Alice Lopes,061.389.475-84,1962-05-24,"Ladeira de Moraes, 44",(051) 7694-8208,M
91755,Isabel Pacheco,934.502.176-07,2010-10-14,"Jardim de Carvalho, 878",+55 (021) 9851 0408,F
76629,Lívia Mendonça,215.978.436-28,1938-07-02,"Jardim Aylla Viana, 620",(084) 8440 9219,M
47292,Maria Luísa Martins,812.754.936-37,1950-01-09,"Chácara Monteiro, 9",21 9897-9638,M
93719,Sophie Vieira,253.709.416-61,1917-12-26,"Aeroporto da Rocha, 76",+55 (051) 5558 1219,M
40590,Allana Rodrigues,540.269.371-43,1958-06-04,"Pátio da Cruz, 49",11 7239-3758,F
67492,Manuella Novaes,975.846.103-66,2020-03-07,Lagoa de Camargo,+55 (021) 0595-8269,M
71029,Rafaela Moraes,713.290.456-61,1960-06-03,"Núcleo Davi Lucca Cardoso, 6",(061) 6100 6734,M
49564,Isabela Lima,571.609.284-58,1973-01-22,"Distrito de Pastor, 62",+55 11 7645-8470,M
1489,Levi Cavalcanti,735.926.814-19,1942-08-23,"Campo Alves, 87",(041) 5529-8564,F
28717,Bento Carvalho,203.945.876-00,2003-06-22,"Praça Macedo, 90",0900 339 9055,F
96375,Alice Ferreira,589.423.176-00,1938-01-17,"Esplanada Cavalcante, 6",+55 61 9436 0716,F
82584,José Miguel Vargas,864.159.203-24,1952-08-27,"Núcleo José Miguel da Rocha, 150",(021) 5623-7039,F
17758,Luana Pinto,596.471.238-09,2011-01-18,"Distrito de Moura, 470",11 4056 8954,F
524,Dra. Emilly Fernandes,682.714.930-78,1939-09-28,Jardim Teixeira,+55 (061) 3648-3446,F
88448,Emanuella da Paz,482.096.157-85,1977-08-05,"Condomínio de Guerra, 3",+55 (084) 5206 2001,F
86117,Hellena Moura,160.935.274-25,1957-04-28,"Praça Barbosa, 36",0800 716 3287,F
62453,Sr. Gustavo Lima,732.648.105-90,1921-09-01,"Lagoa Martins, 8",61 9039-7352,F
39782,Benjamim Cavalcante,867.903.521-12,2006-07-24,"Área Maria Eduarda da Costa, 32",81 6105 3255,F
53661,Esther Pinto,176.253.809-12,1994-03-25,"Vila Freitas, 51",+55 71 2177-7843,M
43955,Léo Azevedo,293.617.854-19,1914-10-13,"Chácara de Martins, 35",71 2800-1027,M
2540,Ísis da Cunha,265.409.731-52,1995-05-26,"Lago Davi Lucca Barros, 31",+55 31 3437 8962,M
82171,Enrico Duarte,150.938.267-40,1933-01-25,"Rua de das Neves, 96",+55 84 2626-7536,M
62370,Ana Laura Pinto,871.065.432-17,2007-09-15,"Pátio da Conceição, 225",61 1810 3614,M
33607,Dr. Pietro Rezende,058.672.419-20,2005-04-18,"Parque Rios, 90",+55 71 8865-2672,M
78452,Olívia Montenegro,028.547.613-08,2007-01-19,"Trevo Fernandes, 93",0300-347-7105,F
56492,Maria Isis da Cruz,267.839.041-13,2021-03-23,"Fazenda de Pacheco, 89",+55 31 9281 3959,F
96759,Sr. Valentim Rocha,725.984.631-37,1918-12-15,"Lago Cunha, 6",+55 (081) 8563 8370,F
76723,Fernando da Costa,940.573.182-32,2001-09-28,"Distrito Porto, 86",+55 31 8494 3111,M
70328,Luiz Miguel Duarte,835.129.706-21,1927-08-29,"Colônia Luiz Fernando Sousa, 5",+55 (051) 4957-2405,F
86195,Ágatha Guerra,432.610.589-51,1973-04-22,"Ladeira de Novais, 84",+55 (051) 5347 3750,M
57755,João Guilherme Farias,075.649.381-10,1982-05-02,Condomínio Elisa Alves,51 7543 9265,M
31088,Marina Vargas,275.049.613-61,2001-05-17,"Morro de Rodrigues, 5",+55 61 8244 4897,F
75976,Laís da Conceição,862.039.517-30,1978-10-28,"Quadra Barbosa, 8",+55 84 3285-8707,F
98966,Matheus Camargo,351.094.628-60,1929-12-18,"Trevo Mendes, 191",+55 (051) 2378 3533,F
62590,João Gabriel Carvalho,746.830.521-80,2007-01-31,"Campo Paulo Melo, 21",(084) 7529 7126,F
40778,Maria Liz Mendes,342.051.798-04,1940-12-12,"Área Viana, 40",11 7219-8485,M
23645,Stella Viana,182.560.437-17,2007-06-09,Aeroporto Mariane da Mata,0500 449 9138,M
28683,Raul Moreira,397.502.641-34,1995-08-24,"Trecho de Novaes, 99",+55 (021) 5181 2169,F
35850,Lunna Sampaio,084.759.312-60,1942-04-07,Avenida Ana Beatriz Casa Grande,+55 21 4560 5370,F
38887,Brayan Porto,572.136.498-09,2015-04-26,"Recanto Maria Vitória Oliveira, 75",+55 51 3463 1610,M
30856,Enzo Gabriel Melo,934.026.571-80,1991-04-24,Vale Stella Caldeira,+55 (031) 1226-3221,M
63239,Sr. Rael Nogueira,987.405.136-10,1993-01-11,"Conjunto Davi Luiz Cirino, 58",21 2063-9560,M
43484,Davi Luiz Monteiro,926.378.540-65,1973-11-28,"Avenida Luiz Fernando Porto, 32",0800 934 4357,F
4116,Lorena Gonçalves,607.423.589-92,1948-05-15,Rodovia Bento Guerra,71 3914-2935,M
73404,Pedro Henrique da Mata,263.014.978-13,2000-10-29,"Chácara Costa, 6",+55 (041) 1944-2464,F
56359,Lorena Gomes,259.018.634-70,2001-05-29,"Lagoa Macedo, 909",(011) 4957 2018,M
64979,Laís Borges,123.450.897-41,1956-02-24,"Estrada Davi Miguel Vargas, 7",(051) 0019-2768,F
94778,Davi Miguel Siqueira,653.781.204-62,1980-01-19,"Ladeira de Fogaça, 29",0900 258 4422,M
54964,Sabrina Monteiro,790.245.836-83,1993-11-08,"Trevo Almeida, 40",+55 11 7344-7583,F
90221,Arthur Gabriel Nunes,124.537.069-34,1923-03-30,"Alameda de Freitas, 87",+55 (071) 8253-6446,M
93052,Lorenzo Pinto,081.467.329-50,1968-02-22,"Campo da Mota, 56",0900-450-6610,F
81440,Agatha Farias,624.073.951-07,1931-10-27,"Avenida Aparecida, 5",(051) 5286-4991,F
33720,Vicente Sales,413.820.657-44,1991-02-02,"Esplanada Almeida, 869",(021) 7797-7296,M
17321,Raul da Conceição,974.821.305-60,1931-02-22,"Favela de Montenegro, 169",71 8488-8316,F
61158,Aylla Cardoso,761.592.408-11,1983-10-04,"Campo Pereira, 60",0500 844 1903,F
10296,Maria Flor Nogueira,013.824.957-14,1989-11-01,"Viela de da Mota, 87",(011) 9693-6185,M
96503,Maria Júlia Duarte,697.182.504-76,1984-05-23,"Recanto Luara Lima, 42",+55 51 6582 6175,F
93769,João Lucas Borges,236.470.589-47,2014-04-05,"Rodovia de Leão, 252",11 4187-5522,F
87334,Srta. Melina da Cunha,549.210.376-80,1935-04-03,"Recanto da Mota, 10",31 3217 8624,F
88140,Thales Costa,341.987.526-64,1960-10-03,"Esplanada de Pinto, 67",+55 84 6056 8318,F
93238,João Pedro Brito,964.017.285-58,1920-11-28,"Praça Breno Gonçalves, 33",+55 (081) 9225-8681,M
34615,Joaquim Farias,870.641.259-94,2004-04-26,"Praia Sá, 96",11 4254-1621,M
20626,Sr. Mathias Jesus,915.243.708-60,1974-08-19,Trevo de Cirino,(011) 0068 6774,F
49984,Davi Lucas Oliveira,549.138.702-97,1980-12-11,"Morro de Jesus, 88",+55 71 8679 0958,F
8868,Lorenzo Câmara,901.346.257-06,1994-03-24,"Fazenda Oliveira, 28",(081) 3299-0269,M
95971,Luiz Gustavo Cirino,219.830.675-12,1996-04-29,"Viaduto Azevedo, 277",11 3066 1338,F
82295,Srta. Emilly Barros,068.372.941-13,1934-02-05,"Alameda de da Conceição, 15",41 3106-7971,M
78311,Carlos Eduardo Porto,832.097.456-92,2019-06-08,"Feira Lopes, 10",(051) 5382-9445,F
86592,Dr. Davi Luiz Azevedo,735.240.961-07,1997-10-24,"Viaduto Correia, 17",41 4616-2167,F
19253,Sophia Jesus,582.364.910-05,1971-11-30,Trecho Laís Cardoso,+55 (084) 3998-3533,F
74759,Stella Aparecida,109.754.862-76,1948-11-26,"Rodovia Isis Rocha, 913",+55 (071) 0181 8460,M
37420,Maria Vitória Sá,632.905.847-47,1923-10-07,Viela de da Luz,21 8575-4062,F
9112,Cauê da Conceição,592.360.178-86,1972-06-29,"Viaduto Dias, 498",71 1611 3666,M
29439,Henrique Dias,254.916.308-70,1917-07-17,"Travessa Campos, 99",(084) 2077-3851,M
57835,Caleb Siqueira,761.598.203-03,1995-09-03,"Pátio de Gomes, 69",+55 (071) 9227-2409,M
33504,Dr. Theo Fernandes,014.673.592-70,2010-10-24,Campo Oliveira,+55 31 6772-3867,M
43819,Aylla Costela,869.512.304-98,1931-03-30,"Núcleo Albuquerque, 15",+55 (031) 1281 0043,F
46425,Luan da Cruz,639.017.248-69,2021-07-09,"Trevo de Sampaio, 7",31 4054 1657,F
48046,Bernardo Santos,570.829.314-41,2007-07-07,"Feira de Peixoto, 48",+55 (081) 3500-3158,M
92821,Mateus Moreira,204.813.756-35,1923-10-18,Esplanada das Neves,31 8843-7059,M
43416,Daniela Nunes,185.940.376-00,1987-10-21,"Esplanada Macedo, 19",+55 (081) 3821-8427,M
82749,Murilo da Rocha,189.547.236-91,1957-03-23,"Campo Sampaio, 868",11 4095-6471,F
12884,Cecilia Rocha,291.437.586-73,1950-03-03,"Fazenda Pietro Rezende, 874",(041) 5498 4381,F
64696,Laís Aragão,149.325.087-60,1913-09-12,"Esplanada de Duarte, 97",0800-398-4108,M
43380,Cauã Lopes,125.043.967-16,1941-08-21,"Recanto de Garcia, 27",21 9782-4222,F
34032,Marina Sales,435.819.607-10,1932-01-07,"Estrada de Garcia, 23",+55 (081) 3041-9101,F
46780,Maria Sophia Moraes,520.146.897-76,1911-10-02,Avenida de Ramos,+55 (061) 7903 7725,M
920,Sra. Marina Mendonça,167.502.498-76,1979-04-30,"Conjunto Bruno Nascimento, 5",+55 61 7470 3693,F
91235,Heitor Brito,967.241.305-06,1917-06-25,"Recanto Carvalho, 37",+55 (031) 6661-5715,F
43999,Calebe Cavalcante,984.625.103-33,1966-09-11,"Estação Nascimento, 23",+55 61 7216 7529,F
28402,Vitor Hugo Ramos,804.561.972-49,1936-02-02,Esplanada Gonçalves,0500-021-5575,F
1063,Marcela Marques,235.419.807-88,1962-08-20,"Quadra Cavalcanti, 77",(061) 5189 8688,F
53966,Gabriel Nunes,594.320.816-05,1972-09-25,"Rodovia de Sampaio, 594",(084) 4262 8837,M
47126,Srta. Bruna Sales,913.028.754-50,1921-06-18,"Conjunto Yago da Conceição, 7",+55 (011) 4325 3469,F
17752,Rhavi Costela,620.798.345-92,1926-12-22,"Passarela Noah Dias, 14",+55 (031) 8671-2870,M
13909,Maria Laura Rocha,803.476.512-08,1961-01-17,"Conjunto Mendes, 136",41 8430 8395,M
11958,Maria Vitória Lima,239.861.547-28,1948-08-11,Rodovia de Cirino,(051) 1640 0617,M
57970,Miguel Correia,594.386.701-57,1917-05-15,"Largo de Sousa, 9",(051) 6599-6230,M
1564,Ana Luiza Dias,671.839.450-57,1931-08-24,"Recanto Barros, 54",+55 21 5870-0803,F
13782,Pedro Miguel Barros,504.368.721-53,1912-04-15,Núcleo de Machado,81 2618 4397,M
1956,Valentim Sampaio,197.203.684-03,1935-01-18,Trevo Campos,21 0560 4943,M
17140,Rafael Gonçalves,140.389.527-97,1921-07-10,"Viaduto Cavalcanti, 76",51 7312 3340,M
81912,Yago Costela,249.368.701-96,1962-12-24,"Sítio Olivia Cunha, 2",0500 552 1705,M
77417,Joana Viana,956.238.104-89,1998-04-11,"Feira de Câmara, 63",+55 51 3415 2115,M
92656,Sara Rodrigues,169.025.784-94,1954-12-13,"Distrito Caldeira, 5",(081) 7529 1382,F
60785,Isaac Cardoso,029.517.368-86,1990-09-01,"Rua Valentina Sá, 6",(041) 1836 7842,F
11829,Josué Garcia,286.537.019-40,1923-12-30,"Esplanada de Ribeiro, 2",+55 (084) 3320 3533,F
2925,Sra. Letícia Montenegro,679.245.801-58,1963-02-06,"Parque Moraes, 10",+55 (084) 2241 0963,M
21839,João Miguel Vieira,178.653.492-46,2011-07-12,"Rua Rocha, 34",(084) 4475-5260,M
64142,Luna Borges,491.082.756-02,1949-01-11,"Viaduto Machado, 90",71 7905 6573,M
61399,Valentina Farias,574.693.280-92,1929-06-05,"Quadra de da Luz, 96",+55 (051) 8059 2128,M
895,Ana Cecília Ferreira,649.038.215-60,1958-12-08,"Rua da Mota, 20",+55 84 0203 0128,F
55960,Kaique Campos,634.128.795-09,1961-11-27,"Distrito Larissa das Neves, 95",+55 61 3057 8307,M
61744,Isabelly da Rocha,210.693.875-68,1913-10-25,Rodovia de Novais,21 2949-2699,M
22839,Yago Rios,354.192.680-51,1985-09-30,"Rua de Peixoto, 937",+55 (084) 0473 9518,F
19159,Melina Gomes,173.596.042-06,1924-04-07,"Condomínio Castro, 14",+55 (041) 6689 0784,M
50453,Thomas da Rocha,397.156.280-95,2008-12-26,"Esplanada de Borges, 34",31 3202 1908,F
29487,Vitor Gabriel Campos,942.861.307-03,2020-12-24,"Vale de Vasconcelos, 1",+55 81 2295 2852,F
65570,José Vargas,532.190.467-70,2007-02-21,"Área Aurora Costela, 75",84 1340-6219,F
98894,Thales Barros,629.471.308-04,1944-12-08,"Jardim de Martins, 955",(021) 6823-1843,M
13624,Sr. Isaac Abreu,257.619.430-34,1926-06-15,"Trevo Bernardo Castro, 40",(061) 3330-7714,F
25300,Isabela Carvalho,869.251.703-86,2001-07-30,"Pátio Maria Laura da Cruz, 61",31 9012 9690,F
46880,Maria Cecília Ribeiro,467.098.315-66,1958-06-29,"Rodovia Moraes, 73",41 4395-1803,F
35024,Theo Moura,856.931.720-40,1983-12-28,"Vereda de Aragão, 21",31 9090-2104,F
35807,Dr. Daniel Macedo,157.809.263-95,2024-07-01,"Trecho de Silveira, 93",(031) 6617 0467,M
64129,Marcela Alves,482.751.609-01,1966-03-15,"Favela Liam Fonseca, 64",+55 (071) 0924-4862,F
85922,Vinícius Nascimento,365.204.971-34,1945-10-10,Viela Marina Pereira,(081) 0358-2518,F
39174,Laís Oliveira,490.278.653-29,1973-10-22,"Morro Matheus Cavalcante, 81",+55 (031) 4701 8285,F
3386,Benicio Cassiano,624.593.781-73,1947-11-01,"Trevo Pereira, 7",+55 51 9396 1818,F
29722,Leandro Moraes,984.017.235-23,2016-01-12,"Residencial Monteiro, 98",+55 (084) 0571-9194,F
95711,Dr. Apollo Carvalho,172.654.398-64,1979-03-08,"Chácara Marina Porto, 85",(081) 6781-5302,M
29816,Fernando Sá,506.129.438-60,1980-12-18,"Avenida Aparecida, 87",+55 61 1720 2264,F
64927,Renan Casa Grande,257.139.640-43,1979-07-14,Conjunto de Ramos,31 8891 2720,F
6728,Laura Rios,485.013.627-35,2020-02-22,"Núcleo de Cirino, 709",0800 108 2194,F
93314,Ana Liz Pereira,078.346.192-50,1977-12-06,"Lago Moura, 41",(041) 2534-7891,M
6213,Vitor Hugo Novais,539.840.726-00,1963-03-24,"Chácara Guerra, 486",+55 21 1330 9715,M
68614,João Vitor Vasconcelos,130.958.274-23,1988-04-05,"Vereda de Nogueira, 65",0300-808-1474,F
78167,Bella Santos,791.386.024-31,1955-12-14,"Vila Vieira, 9",+55 (081) 4959 3758,F
49201,Luísa Albuquerque,897.406.132-50,1989-12-09,"Vila Juan Mendes, 27",+55 (041) 3774 7570,M
93936,Diogo Moreira,826.471.305-07,1922-02-23,"Loteamento Manuella Cardoso, 8",41 3792-7658,M
76142,Alícia Correia,650.378.241-17,2005-04-18,"Passarela Nascimento, 380",(041) 4210 9621,F
25499,João Vitor Albuquerque,076.238.149-31,1986-05-10,Praia Cauê Caldeira,51 9744 1766,M
1430,Levi Abreu,645.701.982-01,2019-05-04,Fazenda Ana Cecília Moura,11 8185 3063,M
62592,Antonella Melo,409.531.678-01,2005-09-11,"Feira de Novais, 5",+55 (084) 1268-0149,F
4085,Luara da Mota,807.162.394-69,1959-12-08,"Vereda Cirino, 6",(011) 2638-1201,M
64430,Lorenzo Abreu,326.079.514-61,1988-05-27,"Praça de da Cruz, 93",+55 81 0779 7798,F
34911,Laura Silva,574.692.308-74,1950-03-03,"Rodovia das Neves, 99",+55 (011) 0275 0851,F
41110,Eduarda Barros,948.370.526-65,1934-11-01,"Fazenda Yuri Melo, 67",41 6824 5861,M
88304,Dra. Elisa da Conceição,864.279.531-09,2010-01-05,"Residencial de Barbosa, 86",+55 (061) 9955 3004,F
78116,Isabella Pastor,842.397.061-22,2011-03-21,"Praia Ayla Moraes, 56",61 9463 7166,M
69573,Anna Liz Farias,605.783.192-68,1971-06-14,"Conjunto de Camargo, 9",(061) 9846 0354,M
44438,Sr. Benjamin Castro,748.056.192-01,1997-01-31,"Lagoa Maria Liz Ferreira, 8",0500 273 3579,F
11101,Ana Sophia Pires,415.928.076-58,1987-05-08,"Morro de da Costa, 8",+55 (084) 1751-0558,M
32058,Alice Monteiro,352.179.608-68,2011-04-05,"Parque Pedro Henrique Cavalcante, 99",+55 11 2767-5547,M
68319,Srta. Stephany Costa,068.792.431-69,1923-08-16,"Praça da Luz, 3",+55 81 7425-0825,F
88849,Yan Viana,106.489.275-20,1917-03-19,"Travessa de Mendes, 4",+55 21 0879-4480,F
50710,Sarah Correia,052.176.483-17,2023-12-04,"Lagoa Maria Eduarda Novaes, 10",0500 922 3984,F
49090,Helena Borges,807.129.653-86,1945-04-02,"Colônia Moraes, 24",+55 71 2155-2180,F
68320,Lucca Siqueira,510.326.948-15,1938-01-12,Aeroporto de Cavalcante,(081) 4755 7164,M
7443,Manuella Nunes,854.236.719-73,2004-08-06,"Praia de Souza, 6",+55 (071) 6936-7864,M
15264,Igor Lima,078.436.129-04,1944-02-06,"Jardim de Camargo, 87",+55 (071) 4140-8365,F
19806,Dr. João Gabriel Brito,487.530.962-74,1974-01-21,"Trecho de Guerra, 52",+55 71 0454 7148,M
51629,Esther Freitas,036.875.294-10,1986-12-16,"Chácara Macedo, 22",(051) 2705-8839,M
19490,Ian Marques,530.279.481-05,1978-03-12,"Pátio de Pastor, 61",(031) 8248 9376,M
53021,Maria Luiza Lopes,659.873.402-92,1917-06-03,Jardim Ferreira,0300 701 7415,F
88701,Juan Ramos,732.896.451-00,2017-08-27,"Viaduto de Monteiro, 7",(071) 9289 2607,M
85684,Sr. Benicio Gonçalves,735.612.409-25,1919-03-26,"Loteamento Silveira, 9",0800-042-2615,M
30912,Gabrielly Novaes,650.487.923-00,1953-06-09,"Pátio de Barbosa, 49",+55 21 2367-2293,M
71789,Maitê Silveira,596.071.428-02,1966-04-18,"Residencial Rocha, 26",(031) 2597-7966,M
44024,João Pedro Rios,015.482.763-08,1925-01-16,Rua Fernandes,(071) 0112-5267,M
57607,Maria Alice Fogaça,167.098.245-94,1978-07-26,"Residencial Peixoto, 63",+55 (051) 5345-1250,M
73328,Rhavi Siqueira,971.502.836-59,2008-12-17,"Travessa Pinto, 10",(031) 0756 3505,F
23313,Srta. Jade Porto,189.456.027-20,1981-08-29,"Fazenda Isaque Vieira, 8",(084) 6068-4031,M
26546,Lorena Porto,549.127.306-61,1984-04-09,"Vereda Pietro Porto, 27",(041) 3296-0104,F
20478,Eloá Câmara,718.056.342-08,1936-12-21,Estação Davi Lucca Fernandes,+55 81 0593-8918,F
83268,Bella Barbosa,412.789.563-28,2021-11-16,"Viaduto Daniela Rocha, 589",71 7847-0828,F
41686,Maitê Casa Grande,362.109.574-80,1930-09-02,Esplanada Ana Laura Gonçalves,+55 21 2674 8699,M
34012,Luiz Fernando Almeida,831.752.096-02,1971-04-16,Conjunto Casa Grande,51 2138 6086,F
46321,Sabrina Cardoso,178.359.640-66,1988-04-11,"Jardim de Moraes, 82",(051) 7141-5512,M
65075,Diogo Porto,046.179.253-25,2014-07-22,"Estrada da Paz, 32",(051) 4533 6821,M
51997,Levi Nogueira,392.815.704-32,1960-03-02,"Distrito Thiago Sales, 879",+55 (061) 0271-2237,M
78757,Antony Cassiano,365.120.987-30,1968-10-30,"Setor da Rosa, 5",+55 (011) 5162-0822,M
40418,Dra. Lara Borges,167.428.953-73,1915-09-26,Parque Alves,+55 (031) 2776 1016,F
51835,Diego da Cruz,463.507.982-10,2006-04-26,"Viela de Abreu, 70",31 5160 7778,M
43081,Vinicius Leão,317.526.490-52,1926-11-21,"Conjunto de Aragão, 16",(011) 7345 6979,M
10981,Luan Vargas,475.062.183-80,1980-08-02,"Vila da Paz, 76",+55 84 6798-6784,M
64734,Dom Lima,037.219.865-12,2018-03-25,"Passarela de da Cruz, 24",+55 21 0910-9425,F
67625,Isis Novais,198.365.270-95,2015-09-10,"Lagoa Castro, 61",(051) 1225-5378,M
55207,João Rezende,682.174.305-35,1930-02-08,"Rodovia de Casa Grande, 98",+55 41 5013-9505,M
6253,Sr. Enzo Gabriel da Rocha,910.453.678-93,1990-11-20,"Favela Allana Rodrigues, 32",+55 (031) 7157-4555,F
1228,Gabriel Barros,083.726.514-26,1986-04-03,"Condomínio de Lopes, 35",71 9580-3237,M
54958,Dr. Pietro Lima,590.347.682-10,2007-10-26,"Sítio Ravi Lucca Gonçalves, 80",0300 677 9821,M
50849,Maria Cecília Rocha,817.946.532-28,1922-11-13,"Área Beatriz Rezende, 14",+55 71 6974-5958,M
40641,Maria Vitória Castro,904.381.276-50,1990-12-23,"Feira de Rocha, 19",84 9861-2070,F
66759,Dr. Arthur Miguel Ferreira,036.781.594-00,1925-10-29,"Aeroporto Camargo, 723",+55 61 0745 9097,M
62854,Luiz Otávio Fonseca,401.853.296-24,1956-09-20,"Fazenda Mateus Pinto, 14",(041) 6639-1420,F
14722,Otávio Sá,958.261.074-30,1991-02-09,"Trecho Sophia da Paz, 48",+55 (031) 6567-4329,M
33650,Ravy Ribeiro,259.316.704-16,1950-10-28,"Estrada de Rodrigues, 46",+55 84 3406 0232,M
34495,Gabrielly Barbosa,123.796.845-37,1995-12-22,"Quadra Moura, 20",+55 71 6920-7180,F
61164,Francisco da Cunha,568.947.312-09,2023-12-11,Loteamento Novaes,+55 (011) 3588-6311,F
46290,Apollo Ramos,634.921.087-50,1970-11-20,"Quadra de Siqueira, 160",(011) 1622-5077,M
38323,João Vitor Peixoto,026.537.841-90,1960-07-22,"Trevo Eloah Moura, 698",81 9357-5222,F
99193,Brenda Caldeira,940.865.237-10,2004-04-09,"Trevo das Neves, 183",(041) 6456 6390,F
93849,Mathias Campos,832.754.091-23,1909-04-14,"Quadra Thales Alves, 77",(021) 7084-3109,M
1001,Gael Henrique Azevedo,568.374.190-48,1916-01-20,"Campo de Melo, 56",(021) 1506-2263,M
83456,Dra. Bárbara Câmara,297.815.346-64,1946-05-10,"Trecho Rios, 6",+55 (011) 1763 4276,F
80202,Caroline Cunha,365.029.817-12,1982-12-13,"Estrada Abreu, 61",51 2769 4187,F
5865,Igor da Rocha,019.476.238-69,1951-10-15,"Setor de Ramos, 89",+55 11 7835-1521,F
39075,Josué Siqueira,021.843.657-26,1960-02-13,"Campo Aragão, 51",0900 122 1541,F
2290,Renan Abreu,172.958.034-32,1989-03-18,"Viaduto Maria Alice Costela, 41",+55 81 0971-1973,F
39346,Maitê Gomes,374.682.915-19,1952-01-28,"Lago Aragão, 9",+55 81 3136 2835,M
