idlocacao,inquilino,valor_contrato,vigencia,localizacao,corretor,imovel
46644,Rebeca Silveira,1556,2022-11-24,"Pátio Henry Gabriel Jesus, 428
Jardim Do Vale
92344002 da Cunha / MT",Marcela Rios,33592
13213,Srta. Maria Helena Almeida,16085,2024-08-07,"Núcleo de Cunha, 73
Conjunto São Francisco De Assis
70122081 Melo / SE",Larissa Souza,1285
79814,Lívia Camargo,5288,2022-03-24,"Lagoa de Novais, 2
Paquetá
75334-948 Borges / SP",Renan Silva,49196
45602,Brayan Nunes,8976,2024-02-14,"Largo da Rocha
Mariquinhas
18353263 Nascimento Paulista / MT",Theo Câmara,39850
12420,Theo Farias,10902,2023-12-19,"Lagoa de Araújo, 97
Vila Rica
62864496 Sousa das Flores / MA",Davi Miguel Pacheco,66039
55977,Maria Vitória Alves,18246,2024-08-09,"Favela de das Neves, 54
Ipe
35299-116 Novais de Costa / SP",Gabriela Garcia,68753
20351,Alexia Ferreira,15894,2023-07-14,"Travessa Diego Siqueira, 68
Vila Satélite
63966-687 Sousa / PB",João Lucas Araújo,11765
26709,Manuela Rodrigues,8305,2022-12-31,"Ladeira Mariana Cardoso, 865
Alípio De Melo
97636-759 Borges / RJ",Antônio da Rosa,52444
34729,Marcos Vinicius da Cruz,4550,2023-06-08,"Lagoa das Neves, 31
Nova Floresta
82193756 Abreu / DF",Sra. Valentina Ramos,8261
95382,Isabela da Costa,7996,2024-05-06,"Distrito Ana Clara Teixeira, 760
Serrano
78446517 Câmara do Norte / MT",Pedro Miguel Caldeira,52557
70868,Dra. Alexia Lopes,13912,2023-07-16,"Chácara de Vargas
Minas Caixa
70130392 da Mota / AL",Vinicius Rocha,44412
50608,Antônio Fogaça,6880,2024-07-01,"Conjunto de Borges, 457
Santo André
69877458 Andrade de Farias / AM",Caroline Moraes,49968
35709,Ana Liz Nunes,4616,2024-07-30,"Parque de Barros, 23
Vila Paris
08765-623 da Paz da Mata / PE",Dra. Mariana Sales,94371
16372,Valentim Vargas,1959,2022-12-10,"Condomínio Lavínia da Conceição, 222
Jardim Dos Comerciarios
69649-625 Aparecida de Vasconcelos / PE",Dra. Sofia Moura,99242
24910,Dr. Valentim Azevedo,2451,2023-11-28,"Praça Ravy Alves, 3
Vila Petropolis
57880-579 da Cruz de Goiás / ES",José Miguel Gonçalves,87378
9573,Agatha Gomes,18672,2024-01-21,"Passarela de Andrade, 31
Ermelinda
66082062 Moura / RO",Breno Fonseca,2725
7751,João Miguel Rezende,14005,2023-04-06,"Condomínio de da Conceição, 852
João Alfredo
39601-175 Alves / TO",Gabriel Nogueira,43332
16155,Dra. Maysa Freitas,15274,2022-05-02,"Distrito Casa Grande, 12
Alípio De Melo
38241594 da Mata do Oeste / SP",Marcela Mendonça,67641
99928,Pietra Barros,7088,2023-08-27,"Vereda de Ferreira
Flamengo
52596-802 Rodrigues da Serra / RO",Isaac Mendes,12912
75629,Lara Moura,11137,2024-09-07,"Avenida Benjamim Rodrigues, 23
Vila Engenho Nogueira
82768156 Garcia do Oeste / ES",Sr. Pedro Lucas Pastor,93774
53665,Stella Nascimento,3484,2023-05-02,"Trevo de Albuquerque, 43
Centro
38798248 Lopes de Rios / PI",Sra. Helena Nunes,67975
30720,Dra. Maria Eduarda Barbosa,17246,2022-03-16,"Pátio de Pereira, 14
Jardim Leblon
25761-165 Rodrigues do Oeste / DF",Rafaela Pastor,10756
75598,Sr. Vitor Hugo Novaes,2139,2024-09-19,"Trevo Hellena Garcia, 602
Beija Flor
27010-478 Ribeiro / MS",Maria Helena Camargo,32839
80648,Brayan Brito,15376,2022-09-06,"Recanto Rocha
Vila São Gabriel
09943-431 da Cruz do Galho / MA",Liz Pastor,10365
60524,Sophie da Costa,10306,2022-09-29,"Travessa Duarte, 51
Nova Cachoeirinha
17522-216 da Rosa de Araújo / PR",Kaique das Neves,32409
93951,Gabrielly Andrade,2598,2024-10-25,"Feira Marques
Jaraguá
41448-237 Fernandes Paulista / PB",Vinicius Sales,56091
35719,Vinícius Fonseca,15758,2023-05-06,"Recanto Thales Macedo, 437
Jardim Felicidade
06037445 Duarte de Carvalho / SC",Davi Lucas Sá,44965
66431,Samuel Fonseca,10093,2022-11-19,"Lago Benjamin Peixoto, 1
Novo Tupi
31640-334 Costa de Goiás / PI",Maria Sophia da Rosa,76887
56516,Sr. Benjamim Sampaio,6312,2024-04-02,"Vereda de Machado, 29
Vila Mangueiras
47222344 Castro da Prata / AL",Ana Julia Oliveira,60542
34142,Olívia Abreu,12373,2023-07-28,"Parque Silveira, 32
Santa Inês
76429269 Abreu / RR",Francisco Lima,28126
93213,Maria Vitória Abreu,10906,2024-07-04,"Núcleo Monteiro, 17
Grotinha
94477-933 Cirino / PR",Dr. Ravi Lucca Casa Grande,16348
37231,José Pedro da Mota,19455,2021-12-18,"Vila de Barros, 322
Vila Satélite
33856137 Martins / MG",João Vitor Sá,63050
65431,Júlia Macedo,13490,2023-05-01,"Distrito Oliveira, 24
Dom Joaquim
40853978 Costela / SE",Bernardo Peixoto,69762
49263,Lorena Pinto,19270,2024-03-28,"Favela de Costa, 7
Oeste
55141-626 Nascimento do Galho / MA",Bryan da Conceição,2431
47380,Nicole Peixoto,6282,2022-08-31,"Viela Helena Pimenta, 38
Pindorama
82185381 Nogueira / RR",Igor Albuquerque,30282
36973,Isaac Pereira,10924,2024-05-03,"Vila Campos, 76
São Jorge 2ª Seção
29191-498 Silva / AM",Olívia Jesus,65357
58204,Luiz Fernando Andrade,1138,2022-04-07,"Núcleo de Borges, 99
Vila Madre Gertrudes 3ª Seção
98868249 Fonseca de Fonseca / PB",Clarice Santos,99001
67029,Dr. Brayan Viana,7219,2022-02-07,"Rodovia de Barbosa, 696
Jardim Alvorada
93710-029 Gomes das Flores / PR",Luiz Felipe Farias,35997
71444,Fernanda Farias,3742,2024-09-19,"Loteamento Maria Luísa Fernandes, 90
Parque São José
92113-805 Pinto do Amparo / AM",Ágatha da Cunha,20364
77899,Aylla Sampaio,2713,2022-04-25,"Residencial Leão, 6
Alto Dos Pinheiros
55395-595 Pimenta / AC",Dr. Miguel Sampaio,29520
96057,Leandro Barros,3718,2023-06-28,"Morro Correia, 2
São Sebastião
05963084 Camargo dos Dourados / DF",Dra. Carolina Sampaio,13781
57573,Ravi Campos,15527,2023-10-09,"Núcleo Jesus, 72
Planalto
55347016 Duarte da Mata / PA",Luísa Fogaça,91332
82373,Gustavo Araújo,19916,2023-09-01,"Estrada Vitor Gabriel Cavalcante, 5
Santa Sofia
20580-319 Barros / PB",Yuri Cavalcante,99524
9981,Larissa Macedo,5823,2023-08-23,"Lago Fernanda da Cunha, 7
Universitário
05971498 Oliveira de Macedo / AC",Emanuel Moraes,79095
7198,Zoe Moreira,5142,2023-03-01,"Praia Mendes, 7
Juliana
48549253 Pinto / RJ",Yan Andrade,92773
33280,Vitória Azevedo,14035,2024-10-15,"Estação de Caldeira, 2
Aguas Claras
52274719 Caldeira da Serra / MA",Maria Alice Câmara,93899
55878,Sr. Bruno Camargo,15527,2023-08-19,"Favela Caldeira, 25
Santa Terezinha
24387-200 Pinto de Minas / PR",Pedro Miguel Cirino,21550
43927,Natália Almeida,14047,2022-07-04,"Residencial de Silveira, 836
Jonas Veiga
22053-471 Gonçalves de da Rocha / TO",Augusto Gomes,3316
91754,Renan Moura,12556,2023-09-14,"Estação de Melo, 794
Conjunto Capitão Eduardo
45325802 Viana / AC",Bella Monteiro,85354
17774,Ana Cecília Caldeira,14355,2023-07-16,"Setor Vasconcelos
Pindorama
04912-670 Pereira / AM",Sr. Felipe da Paz,2941
69205,Bárbara Brito,13925,2021-12-02,"Lagoa Pacheco, 691
Vila Da Amizade
98023-935 Alves do Galho / MT",Sr. João Gabriel Nogueira,74516
84322,Sra. Stella Câmara,7125,2022-12-28,"Viela Pimenta, 438
Lourdes
21201-339 Rios de Souza / AP",Alícia Moreira,17341
51721,Sr. João Lucas Viana,3663,2022-01-11,"Área Theodoro Pacheco, 56
Satelite
45910-999 da Luz / RO",Henry Gabriel Abreu,97907
73705,Sr. Rhavi Rios,13046,2023-03-01,"Quadra Ana Beatriz Peixoto, 86
Lagoinha
06537-921 Aragão / PR",Thomas Cavalcanti,18913
66932,Hadassa da Rosa,11210,2024-08-24,"Jardim de Cirino, 86
Carlos Prates
29743857 Lima do Oeste / AM",Enzo Macedo,59740
44021,Dr. Nicolas Jesus,17874,2022-05-08,"Lago Natália Ramos, 44
Maria Helena
53781233 Cassiano / CE",Luna Vieira,65140
80406,Thiago Lopes,15735,2023-02-24,"Vale de Casa Grande
Mala E Cuia
26453-547 Gomes dos Dourados / MS",Valentim Costela,4074
64250,Carolina Camargo,3309,2024-02-07,"Vereda de Moreira, 41
Tiradentes
90191-271 Siqueira das Flores / PB",Caroline Alves,42112
22256,Sr. Yago Araújo,11819,2023-03-07,"Viaduto Jesus, 82
Silveira
10924-897 Andrade Paulista / CE",Gabriel da Cruz,90262
50376,Hadassa Aparecida,7666,2022-05-05,"Lagoa de Silveira, 41
Alto Vera Cruz
62523851 da Paz / AL",Luana Montenegro,26472
71268,Enzo Gabriel Mendonça,6303,2023-05-28,"Residencial de Nunes, 3
Venda Nova
15851338 Rios / AP",Aurora Rios,57716
75426,Bella da Mota,14711,2023-03-13,"Largo de Macedo, 84
Marçola
09696-643 Caldeira de Monteiro / MS",Dr. Rafael Castro,6851
46768,Maria Fernanda Pastor,8282,2024-04-04,"Conjunto Anthony Novais
Conjunto Taquaril
09350-792 Pereira do Norte / RR",Jade Albuquerque,24411
47244,Maria Clara da Costa,6176,2024-03-09,"Travessa Juan Moura, 75
Vila Jardim Alvorada
15197-350 Novaes / DF",Ana Clara Mendonça,6193
14700,Sr. Levi Peixoto,2111,2022-06-08,"Vereda Luara Moura, 62
Jardim Montanhês
96485790 Correia da Prata / ES",Dr. Benjamin Garcia,24488
99455,Benicio Cunha,8161,2022-09-16,"Conjunto de Campos, 9
Virgínia
01282253 Casa Grande / TO",Catarina Camargo,94174
99776,Dr. Felipe Pacheco,10638,2024-03-28,"Setor Aparecida, 227
São Jorge 1ª Seção
01420324 Peixoto do Norte / AM",Sra. Júlia Alves,59596
52717,Valentim Melo,10809,2023-07-31,"Setor Rafael Abreu, 128
Manacas
31070-755 Machado do Galho / PI",Laura da Mata,31750
64733,Marcelo Gonçalves,15011,2024-10-05,"Chácara de Nunes, 71
Aparecida 7ª Seção
37254094 Campos de da Rocha / MS",Marcela Rodrigues,88072
67963,Benjamin Nunes,12311,2023-03-01,"Lago Sara Araújo
Ribeiro De Abreu
46583-407 da Luz / CE",Dra. Julia Rios,63999
44681,Maria Isis Nascimento,5827,2023-12-20,"Residencial Maria Laura Barbosa, 59
Baleia
85129118 Dias / DF",Dr. Yago da Conceição,38050
61375,Diogo Vasconcelos,13848,2022-04-03,"Lagoa Montenegro
Jaqueline
29185-375 Rodrigues da Praia / AC",Vitor Hugo Pereira,15729
73516,Pedro Henrique da Rosa,9620,2023-03-25,"Pátio Sofia Duarte, 63
Vila Barragem Santa Lúcia
20267-932 Carvalho / AC",Ana Vitória Abreu,94512
66901,Evelyn Leão,12429,2024-08-19,"Praça da Cruz, 501
Jardim Dos Comerciarios
88400209 da Cruz / PR",Josué Vieira,46046
96775,Srta. Caroline Rezende,11250,2023-01-25,"Praça Breno Montenegro, 94
Vila Santa Rosa
80073-804 Freitas / DF",Maria Rezende,85964
54426,Sra. Eloá Sá,7022,2024-01-31,"Estrada Anthony Gabriel Cassiano, 44
Aparecida
66682026 Garcia / RR",Luana Pacheco,30610
58068,José Miguel Leão,4552,2023-12-19,"Campo Leão, 61
Sion
89690-993 Sales de Goiás / CE",Maria Clara Machado,82538
6193,Otto Dias,16891,2023-10-26,"Condomínio Correia, 92
Vila São Dimas
26673-023 Rocha de Sales / AM",Lívia Andrade,39151
51387,Srta. Eduarda Campos,8564,2023-01-14,"Núcleo Luna Melo, 92
Horto Florestal
45114354 Sousa / RS",Bella Cavalcante,23453
34611,Sra. Ana Vitória Sales,17840,2024-06-22,"Vila Montenegro, 549
Etelvina Carneiro
83651535 Farias / PI",Luiz Fernando da Mata,62980
69057,Danilo Pastor,9020,2023-10-18,"Morro de Almeida, 15
Concórdia
31223959 da Cunha / RN",Gabriel Rezende,75794
94576,Dra. Brenda Ramos,5562,2022-12-28,"Pátio Mariah Mendes, 60
Nossa Senhora Da Aparecida
65824-368 Costela de Goiás / PI",Dom Ramos,86274
64564,Dr. Arthur Nogueira,2571,2022-12-21,"Vila Moreira, 51
Vila Olhos D'água
04206-139 Abreu / MT",Renan da Mota,66155
90137,Sr. Théo da Rocha,16983,2022-08-21,"Viela Maitê Cunha, 79
Mineirão
42408-934 Melo / RR",Léo Fonseca,55368
9175,Vitor Hugo Sales,15944,2022-11-16,"Alameda Aylla Pimenta, 4
Novo São Lucas
15544-028 Melo / MG",Sra. Laura Abreu,26451
7262,Dr. Ravi Mendes,2419,2023-02-23,"Largo de Machado, 4
Conjunto Taquaril
44813617 Melo do Norte / AL",Thiago Vargas,46241
21508,Isaque Nogueira,7049,2023-04-29,"Distrito da Cruz, 17
Vila Paris
77550257 Leão / GO",Dra. Clarice Lopes,76744
13486,José Barbosa,15885,2023-06-04,"Morro Souza, 457
Vila Fumec
96010-148 Almeida / PA",Dr. Henry Castro,72759
46582,Olívia Rocha,10565,2023-07-04,"Núcleo Rios, 47
Estrela
77432627 Pinto de Sampaio / MT",Ana Laura Sousa,75849
97016,Daniel Abreu,18046,2022-08-22,"Via Maria Flor Cassiano, 706
Primeiro De Maio
68260324 Teixeira / PI",Ana Laura Albuquerque,98908
34829,Ravy Oliveira,4685,2023-11-12,"Residencial da Mata, 5
Milionario
10741080 Vargas das Flores / DF",Gabriel Rocha,37319
7296,Isaque Campos,18936,2022-10-17,"Colônia Bryan Freitas, 86
Vila Havaí
98187-568 Nogueira da Serra / PA",Cecilia da Rocha,4400
95162,Yago Pereira,10924,2023-12-01,"Fazenda Allana Nunes, 2
Santana Do Cafezal
19593-506 Novaes / MS",Davi Luiz Duarte,92210
58058,Vicente Fernandes,13966,2023-07-09,"Colônia Bella Nunes, 61
Vila Maria
54725-669 Barros de Minas / AC",Ana Sophia Sales,76781
78494,Murilo Monteiro,6858,2024-10-18,"Ladeira de Cassiano, 86
Pompéia
14039-028 da Mota / SE",Maria Vitória Viana,29617
68268,Sra. Emilly Cavalcanti,6794,2023-08-10,"Largo das Neves, 30
Nossa Senhora De Fátima
58720-640 Aragão da Serra / RR",Augusto Sales,66495
50425,Pedro Araújo,14112,2021-11-27,"Lagoa Jesus
Santa Tereza
48277465 Ramos de Barbosa / MG",Mathias Moraes,44045
94582,Gustavo Henrique Carvalho,14161,2022-12-13,"Fazenda Davi Lucas Pimenta, 2
Jardim Do Vale
90994285 Borges do Campo / PE",Sr. Pedro Henrique Silva,95541
13843,Isabelly Andrade,14659,2023-03-12,"Vale Duarte, 895
Maravilha
47469363 Cavalcante / DF",Otávio Marques,72188
76277,Diego Dias,1632,2023-11-29,"Viaduto Ribeiro
Jardim Do Vale
05825-133 Cavalcanti do Amparo / SP",Ana Beatriz Sousa,39268
51142,Srta. Gabriela Lopes,15480,2024-07-24,"Aeroporto da Paz
Conjunto Novo Dom Bosco
71827060 da Luz / MA",Alexandre Costa,63431
3609,Sophie da Mata,18990,2024-11-16,"Distrito Duarte, 18
Dom Joaquim
43300894 Macedo / ES",Hellena Casa Grande,84037
83530,Nicole Sousa,6957,2023-03-07,"Ladeira Maria Júlia Correia, 72
Ermelinda
96058-719 Nunes / PE",Eloah da Rocha,64331
68991,Bruna Nogueira,7580,2023-12-01,"Rodovia Eloah Sá
São Pedro
38008-455 da Mota / SC",Dra. Maria Luiza Pacheco,9682
76149,Olívia Barros,1566,2024-08-21,"Vereda Gonçalves, 598
Pindorama
42697332 Cunha / SP",Alexandre da Conceição,94018
71497,Sr. Rodrigo Mendonça,16888,2022-03-08,"Quadra Sophia Cassiano
Santa Tereza
18140529 Andrade de Borges / RN",Emanuella Mendes,47962
43930,Emanuel da Mata,9566,2024-01-28,"Ladeira Larissa Moura, 77
Vila Sesc
22333-780 Costela de Costela / DF",Gael Henrique das Neves,21827
76432,Brenda Cardoso,19209,2023-12-27,"Área Souza
Eymard
93566345 Cardoso / RN",Matheus Moreira,553
9982,Anthony Leão,19958,2024-02-01,"Estação Daniel Abreu, 93
Vila Jardim Alvorada
20105403 Fernandes do Norte / CE",Juan Montenegro,17764
73307,Eloah Nunes,18518,2023-05-12,"Distrito de Fogaça, 157
Buraco Quente
42841-923 Rodrigues da Mata / MG",Marcelo da Cruz,34055
16925,Yuri da Rosa,4294,2024-07-08,"Lagoa de da Luz, 333
Vila Santa Monica 1ª Seção
38004455 Pereira da Prata / TO",Benicio da Costa,82240
18305,Miguel Lima,2842,2022-04-03,"Jardim Gustavo Henrique Sales
Aguas Claras
44119747 Nogueira / RJ",Benício Correia,29650
38455,Júlia Câmara,10968,2024-08-01,"Recanto de Souza, 7
Vila São Francisco
22146082 Dias das Pedras / PB",Srta. Maria Vitória Cardoso,37568
27474,Beatriz Lima,19481,2023-01-09,"Quadra Maria Sophia Casa Grande, 2
Chácara Leonina
14764887 Ferreira / SC",Dra. Ana Cecília Ribeiro,71820
91555,Fernanda Pires,4945,2022-03-11,"Praça de Moura, 601
São Damião
33740936 Cassiano das Flores / SP",Luiz Otávio Castro,29114
25175,Zoe Pinto,2415,2023-01-06,"Conjunto Marcela Rezende, 65
Bandeirantes
76481-007 Cirino / TO",Júlia Rezende,34402
89314,Dra. Isabela Mendonça,3300,2024-11-11,"Rodovia de Carvalho, 34
Minaslandia
75584160 Viana de Câmara / PA",Luna Lima,41768
25988,Sabrina Pacheco,9980,2023-04-25,"Praia Sousa, 749
Canadá
81633-506 Nunes de Goiás / PE",Julia Pereira,33078
17872,Lucca Cirino,11022,2022-07-03,"Esplanada de Montenegro, 78
Itapoa
00181-760 Pinto / AP",Dom Fonseca,50183
59368,Luara Freitas,13568,2024-01-16,"Avenida de Vargas
Laranjeiras
52494-847 da Costa / RS",Otávio Gomes,3206
61647,Sr. Thales Sousa,19172,2023-10-24,"Conjunto Abreu, 605
Jardim Vitoria
15405204 Martins / SP",Theodoro Vieira,29149
91530,Guilherme da Conceição,15269,2023-04-09,"Vereda de Souza, 617
Bom Jesus
73812-441 da Conceição / MA",Ana Beatriz Rodrigues,25584
70969,Arthur Gabriel Teixeira,17315,2024-02-29,"Alameda Lunna Cirino, 643
Serrano
37131-030 Santos / PB",Sra. Maria Isis Rezende,78606
16520,Vitor Gabriel Cavalcante,13657,2023-09-09,"Estrada Fernandes, 24
Fernão Dias
43919-732 Andrade / AL",João Guilherme da Cunha,92369
95869,Evelyn Cavalcante,15864,2024-03-31,"Jardim Ana Clara Cavalcanti, 37
Santa Tereza
11907736 Costela / PA",Sr. Gustavo Henrique Pimenta,92733
34828,Kamilly Abreu,17110,2023-08-01,"Vale Porto, 14
Vila Das Oliveiras
13547946 Alves do Amparo / PB",Oliver Vargas,786
21054,Aylla Santos,2041,2022-10-27,"Morro de Moraes, 32
Rio Branco
61782794 Pastor / PA",Kaique Ramos,62900
48900,Evelyn Pereira,15552,2022-05-03,"Vila Elisa Teixeira, 9
Solar Do Barreiro
42792-406 das Neves das Pedras / BA",Ísis Novais,37222
25918,Joaquim Araújo,19568,2021-12-19,"Aeroporto Fonseca, 92
Barro Preto
70410-317 da Cunha / MT",Srta. Aurora Rodrigues,17320
11529,Theodoro da Costa,1084,2024-03-01,"Jardim Moraes, 55
São Damião
45276-557 Aparecida do Galho / MA",Dr. Vicente Dias,37516
84823,Ana Carolina Pastor,5437,2024-08-21,"Jardim Carvalho, 594
Vila Pinho
27330-641 Gonçalves / MA",Thiago Abreu,20207
76800,Maitê Correia,13337,2022-03-09,"Chácara Giovanna Campos, 4
Vila Mangueiras
50141654 Machado / AC",Liz Siqueira,49263
13397,Isabelly Aparecida,5524,2023-07-14,"Rua de da Costa
Vila Ipiranga
95277-653 Pacheco do Norte / MT",Yuri Santos,11156
37433,Srta. Maria Júlia Pinto,10313,2024-06-05,"Residencial Camila Cavalcanti, 50
Prado
88486-070 Cardoso / RO",Benicio da Cruz,94159
68969,Vicente Melo,15630,2024-11-16,"Travessa Ana Luiza da Paz, 7
São Jorge 2ª Seção
78311074 Moreira / PB",Levi da Cunha,5638
34747,João Guilherme Azevedo,18513,2022-09-30,"Parque de Fogaça, 3
Comiteco
56257-008 Moura / PE",Manuela da Mota,5082
23444,Bryan Camargo,6538,2024-06-16,"Campo de da Conceição, 21
Xodo-Marize
21010522 Nascimento / CE",Eduardo Caldeira,45463
9239,Srta. Maria Flor Casa Grande,1401,2024-09-26,"Loteamento Nicolas Cavalcanti, 476
Vila Barragem Santa Lúcia
12097266 Garcia das Pedras / RN",Mariane Jesus,91226
68838,Bryan Castro,16774,2022-03-22,"Fazenda de Rezende, 31
Vila Nova Gameleira 1ª Seção
81389-612 Nascimento das Flores / SE",Ana Liz Novais,23328
17007,Nicole da Luz,14932,2023-05-14,"Chácara Benício Barros, 2
Vila Havaí
25087-800 Oliveira / SE",Davi Miguel Oliveira,83737
74895,Maria Eduarda Alves,1701,2024-01-07,"Morro de Novais, 62
Dom Silverio
36144419 Guerra / PA",Gustavo Cunha,59273
97541,Raul Barros,2085,2023-12-13,"Recanto de Santos, 33
Padre Eustáquio
00368-581 Silveira / MS",Danilo Rezende,4183
88274,Melissa Alves,9684,2022-07-29,"Distrito Davi Lucca Mendes, 42
Conjunto Santa Maria
61964-061 Pimenta da Prata / PA",Elisa Brito,90302
72669,Rafaela Lopes,4368,2023-03-21,"Chácara de Lopes, 44
Nova Cachoeirinha
11168529 Correia Verde / PR",Sr. Antony Fogaça,16529
64896,Dra. Fernanda Rios,6680,2022-12-24,"Fazenda Matheus Melo, 87
Marieta 3ª Seção
00599543 da Costa / SC",Dr. Gustavo Henrique Abreu,15717
71350,Theodoro Caldeira,16531,2024-09-08,"Trevo de Fonseca
Nova Gameleira
74901-521 Teixeira / RJ",Rodrigo Correia,84073
57894,Dr. Emanuel Pastor,12058,2024-01-17,"Travessa Emanuella Monteiro, 414
Alto Das Antenas
06494660 Sá de Pacheco / RJ",Vitor Hugo Moreira,51684
65562,Pietra Vargas,14799,2024-04-14,"Colônia Lívia Cavalcanti, 365
Jardim Alvorada
21790-999 Pastor da Mata / PR",Rafaela Pacheco,56538
48105,Vinicius Brito,13850,2022-07-01,"Campo Caldeira, 15
Bela Vitoria
53805782 Garcia / PI",Maria Luiza Ramos,35871
98818,Cauã Costa,10808,2024-01-03,"Vila Bárbara Gomes, 860
Vila Minaslandia
07236522 Borges das Pedras / PR",José Carvalho,28224
30404,Dr. João Gabriel Abreu,17591,2024-11-21,"Rodovia Vasconcelos, 3
São José
54223188 Jesus / AC",Matheus Duarte,91357
45706,Bruno Lopes,19667,2023-02-20,"Favela Lopes, 20
Nossa Senhora Do Rosário
62944174 Souza dos Dourados / PR",Fernanda da Luz,57692
3950,Ana Vitória Gonçalves,19219,2024-08-04,"Núcleo Luara Peixoto, 33
Vila Jardim Montanhes
31059467 Machado de Rios / CE",Liz Pinto,6937
50629,Isabella da Luz,2126,2023-03-30,"Colônia José Pedro da Rosa, 829
Sion
05946179 Novais da Mata / TO",Cecilia Novaes,16101
64943,Isabela Moraes,12003,2024-07-17,"Campo Helena Vieira, 53
Glória
61186439 Ferreira / BA",Bárbara Pastor,9162
93641,Bárbara da Cunha,17948,2022-06-07,"Viaduto Fernandes, 85
Acaba Mundo
11909-605 Cavalcanti da Serra / PI",Isabella Melo,71465
25577,Pietro da Paz,15374,2022-08-16,"Alameda Caldeira
Santa Sofia
37954489 das Neves Grande / RR",Luana Barbosa,66818
